Source,Destination,Size_GB,Chunk_MB,Copy_ms,Copy_MBps,Verify_ms,Verify_OK,Chunks_Copied,Chunks_Verified,CPU_pct,Avg_Mem_MB,Peak_Mem_MB
/home/shiqing/workspace/Downloads/windows_10_professional_x64_2026.iso,/home/shiqing/workspace/Downloads/cp_tool_copy_test.iso,4.24142,8,9083,478.17,13084,YES,543,543,78.8315,20,20
