Source,Destination,Size_GB,Chunk_MB,Copy_ms,Copy_MBps,Verify_ms,Verify_OK,Chunks_Copied,Chunks_Verified,CPU_pct,Avg_Mem_MB,Peak_Mem_MB
/home/shiqing/workspace/Downloads/windows_10_professional_x64_2026.iso,/mnt/c/Users/10580/AppData/windows_10_professional_x64_2026.iso,4.24142,4,32419,133.971,34572,YES,1086,1086,25.5975,12,12
