Source,Destination,Size_GB,Chunk_MB,Copy_ms,Copy_MBps,Verify_ms,Verify_OK,Chunks_Copied,Chunks_Verified,CPU_pct,Avg_Mem_MB,Peak_Mem_MB
/mnt/d/dev/Downloads/cp_ab_src1g.bin,/home/shiqing/bench/ab_coro_e1.bin,1,4,5636,181.689,7249,YES,256,256,35.6674,12,12
