Source,Destination,Size_GB,Chunk_MB,Copy_ms,Copy_MBps,Verify_ms,Verify_OK,Chunks_Copied,Chunks_Verified,CPU_pct,Avg_Mem_MB,Peak_Mem_MB
/mnt/d/dev/Downloads/cp_ab_src1g.bin,/home/shiqing/bench/ab_coro_e2.bin,1,4,6460,158.514,7796,YES,256,256,38.6993,11,12
